,author,cite_num,paper_num
4170,Yali Wang,26,2
4171,Christian Mayr,26,1
4172,Ziming Zhang,26,1
4173,Kazuhiro Inaba,26,1
4174,Love Cederstroem,26,1
4175,Heidemarie Schmidt,26,1
4176,Bryan Conroy,26,1
4177,Amir Saffari,26,1
4178,Yao Shuai,26,1
4179,Ben Singer,26,1
4180,Johannes Partzsch,26,1
4181,Ananda Theertha Suresh,26,3
4182,Paul Starke,26,1
4183,Stephan Mandt,26,3
4184,Aravindan Vijayaraghavan,26,1
4185,Stanley Chan,26,1
4186,Kristoffer Madsen,25,1
4187,Adrian Butscher,25,1
4188,Tingting Zhao,25,1
4189,Michael A. Osborne,25,3
4190,Anne-marie Dogonowski,25,1
4191,Jeonghee Kim,25,1
4192,Sang-Woo Lee,25,1
4193,Hartwig Siebner,25,1
4194,Nati Srebro ,25,1
4195,Todd Zickler,25,1
4196,Nicolas Baskiotis,25,1
4197,Jeffrey M. Siskind,25,1
4198,Chunyuan Li,25,3
4199,Martin Allen,25,1
4200,Sumio Watanabe,25,2
4201,Rohit Babbar,25,1
4202,Ioannis Partalas,25,1
4203,Ioannis A. Gkioulekas,25,1
4204,Nathaniel J. Smith,25,1
4205,Anibal Figueiras-Vidal,25,1
4206,Odelia Schwartz,25,2
4207,Marcelo Fiori,25,2
4208,Yaron Singer,25,5
4209,Shakir,25,1
4210,Michael Frank,25,1
4211,Kevin Moon,25,1
4212,Dominik Csiba,25,1
4213,Mathias Niepert,25,3
4214,Kevin  Murphy,25,1
4215,Byoung-Tak Zhang,25,1
4216,Mohammad Khan,25,1
4217,Kendrick Boyd,25,1
4218,Guido Nolte,25,2
4219,Alfred Hero,25,1
4220,Min-Oh Heo,25,1
4221,Donghyun Kwak,25,1
4222,Mathieu Sinn,25,2
4223,Asma Rabaoui,25,1
4224,philippe Preux,25,1
4225,Emmanuel Duflos,25,1
4226,Odalric-Ambrym Maillard,25,3
4227,Barbara Engelhardt,25,2
4228,Andreas Stuhlmueller,25,1
4229,Pablo Muse,25,2
4230,Moustapha M. Cisse,25,1
4231,Alexander Sorokin,25,1
4232,Joyce Y. Chai,25,1
4233,Alexandros Dimakis,25,2
4234,Konstantinos Plataniotis,25,1
4235,Scott Brown,25,1
4236,Himanshu Arora,25,1
4237,Bart Vandereycken,25,1
4238,Jin-Hwa Kim,25,1
4239,Ko-jen Hsiao,25,1
4240,Fabio Aiolli,25,1
4241,Bevan Jones,25,1
4242,Giovanni Da San Martino,25,1
4243,Reshad Hosseini,25,3
4244,Brian R. Potetz,25,2
4245,Christopher Cox,25,2
4246,Rolf Pohmann,25,1
4247,Jung-Woo Ha,25,1
4248,Robert Peters,25,1
4249,Jeff Calder,25,1
4250,Katherine Demuth,25,1
4251,Sinno Jialin Pan,25,1
4252,Huan Li,25,1
4253,Anastasios Venetsanopoulos,25,1
4254,Stefan Mathe,25,1
4255,Haiping Lu,25,1
4256,Trevor Darrell ,24,1
4257,Shai S. Shwartz,24,2
4258,Andrea Passerini,24,1
4259,Haichao Zhang,24,2
4260,Fritz Sommer,24,2
4261,Nihar Bhadresh Shah,24,1
4262,Michael Schnall-Levin,24,1
4263,Jan-mark Geusebroek,24,1
4264,Andras Gyorgy,24,6
4265,Joelle Pineau ,24,1
4266,Carlton Downey,24,2
4267,Gertjan Burghouts,24,1
4268,Stanislav Minsker,24,1
4269,Yu Zhou,24,1
4270,Sanvesh Srivastava,24,1
4271,Pawan Kumar Mudigonda,24,1
4272,Jason Xu,24,1
4273,Gabriel Krummenacher,24,3
4274,Subhaneil Lahiri,24,2
4275,Manaal Faruqui,24,1
4276,Chris H.Q. Ding,24,1
4277,Takaki Makino,24,3
4278,Yusuke Fujiwara,24,1
4279,Chiou-shann Fuh,24,1
4280,Melanie Rey,24,2
4281,Yoichi Miyawaki,24,1
4282,Michael Paul,24,1
4283,Wieland Brendel,24,2
4284,Yukiyasu Kamitani,24,1
4285,Tyng-luh Liu,24,1
4286,Alan Malek,24,4
4287,Dillon Laird,24,1
4288,Yen-yu Lin,24,1
4289,James Scott,24,1
4290,Leonid Chindelevitch,24,1
4291,Shaul Markovitch,24,4
4292,Amadou Ba,24,1
4293,Pascal Pompey,24,1
4294,Jose Puertas,24,1
4295,Meisam Razaviyayn,24,2
4296,Yannig Goude,24,1
4297,William L. Hamilton,24,1
4298,Andrew Fitzgibbon,24,1
4299,M. Hidayath Ansari,24,1
4300,Nathanael Fillmore,24,1
4301,Parag Singla,24,5
4302,Cosma Shalizi,24,2
4303,Nicolas Le Roux,24,1
4304,Abhishek Sharma,24,1
4305,Mahdi M. Fard,24,2
4306,Michael H. Coen,24,1
4307,Elie Bienenstock,24,1
4308,Lizhen Lin,24,1
4309,Yariv Maron,24,1
4310,Amy Perfors,23,1
4311,Hiroshi Mamitsuka,23,1
4312,H. Sebastian Seung,23,2
4313,Devdatt Dubhashi,23,3
4314,John Lygeros,23,1
4315,Zahi Karam,23,1
4316,Junpei Komiyama,23,3
4317,Douglas Sturim,23,1
4318,James Foulds,23,2
4319,Edwin Bonilla,23,3
4320,Sargur Srihari,23,1
4321,Chang Su,23,1
4322,Saketha Nath Jagarlapudi,23,2
4323,Serge Massar,23,1
4324,Jinhui Xu,23,2
4325,Daniel Bartz,23,2
4326,Evian Gordon,23,1
4327,Xue-xin Wei,23,1
4328,Yi Jiang,23,1
4329,Dae I. Kim,23,1
4330,Jiangtao Ren,23,1
4331,William S. Noble,23,1
4332,David J. Weiss,23,1
4333,Majid Janzamin,23,2
4334,Toshiyuki Tanaka,23,2
4335,Odalric-ambrym Maillard,23,4
4336,Francois Duport,23,1
4337,Junya Honda,23,3
4338,Hasan Davulcu,23,1
4339,Philip S. Thomas,23,4
4340,Tao Geng,23,1
4341,Thomas Trikalinos,23,1
4342,Elly Gysels,23,1
4343,Jan Maciejowski,23,1
4344,Yunpeng Pan,23,2
4345,Andrea Lecchini-visintini,23,1
4346,Byron Wallace,23,1
4347,Evangelos Theodorou,23,2
4348,Kevin R. Canini,23,1
4349,Ferran Diego Andilla,23,2
4350,Tim Cootes,23,1
4351,Gwenn Englebienne,23,1
4352,Zheng Wang,23,1
4353,Xueyan Jiang,23,1
4354,Luke Maurits,23,1
4355,Yevgeniy Slutskiy,23,2
4356,Yvon Paquot,23,1
4357,Christian Naesseth,23,2
4358,Dapeng Wu,23,1
4359,Tai-sing Lee,23,1
4360,Robert Thurman,23,1
4361,Anteo Smerieri,23,1
4362,Mikhail M. Shashkov,23,1
4363,Ming-Jun Lai,23,1
4364,Marc Haelterman,23,1
4365,Partha Pratim Talukdar,23,1
4366,Aurel A. Lazar,23,2
4367,Nati Linial,22,1
4368,Fredrik Johansson,22,2
4369,Cesar Fuentes Montesinos,22,1
4370,Konstantinos Tsianos,22,1
4371,Vinay Jethava,22,2
4372,Christopher Berlind,22,3
4373,Weixin Li,22,1
4374,Michael Defferrard,22,1
4375,Hanghang Tong,22,1
4376,Nick Chater,22,1
4377,William Hamilton,22,1
4378,Boleslaw Szymanski,22,1
4379,Jarg Lucke,22,4
4380,Mohsen Bayati,22,3
4381,Chang Xu,22,2
4382,Serge Wich,22,1
4383,Chao Xu,22,2
4384,Lian Pin Koh,22,1
4385,Hiroaki Shioi,22,1
4386,Ales Leonardis,22,1
4387,Marko Boben,22,1
4388,Adam Smith,22,2
4389,Hao Cheng,22,2
4390,Tatsunori Hashimoto,22,3
4391,Vijay Desai,22,1
4392,Jonathan Taylor,22,1
4393,Chao Liu,22,1
4394,Yi-Min Wang,22,1
4395,Farhad Kamangar,22,1
4396,Jonathan Ho,22,2
4397,Prakash Panagaden,22,1
4398,Ben White,22,1
4399,Alessio Benavoli,22,2
4400,Francesca Mangili,22,2
4401,Frederic Besse,22,1
4402,Christian Andersson Naesseth,22,1
4403,Iliya Tolstikhin,22,1
4404,David Knowles,22,4
4405,Benjamin V. Durme,22,1
4406,Dylan A. Simon,22,1
4407,Ahmad Salman,22,1
4408,Philippe Preux,22,2
4409,Ashwin Lall,22,1
4410,Ken Nagata,22,1
4411,Wicher Bergsma,22,1
4412,Chi W. Wong,22,1
4413,Guang Dai,22,2
4414,Ulrich Paquet,22,2
4415,M.a. S. Elmohamed,22,1
4416,Jose C. Pereira,22,1
4417,Tom Liu,22,1
4418,Zhiguo Li,22,1
4419,Duncan Blythe,22,1
4420,Atul Kanujia,22,1
4421,Wojciech Samek,22,1
4422,Jose M. Puerta,22,1
4423,M. Julia Flores,22,1
4424,Jackson Gorham,22,1
4425,Jose A. Gamez,22,1
4426,Lopamudra Mukherjee,22,1
4427,Pietro D. Lena,22,1
4428,Oliver Kramer,22,1
4429,Miaomiao Zhang,22,1
4430,Eli Ben-sasson,22,1
4431,marc lelarge,22,3
4432,Ehud Kalai,22,1
4433,Mohammad G. Azar,22,1
4434,Jean-Francois Paiement,22,1
4435,Gregory J. Zelinsky,22,1
4436,Hyejin Yang,22,1
4437,Ali Farhadi,22,2
4438,Changho Suh,22,2
4439,Leslie Pack Kaelbling,22,1
4440,Marthinus C. du Plessis,22,1
4441,Tomas Lozano-Perez,22,1
4442,Giorgio Patrini,22,3
4443,P.T. Fletcher,22,1
4444,Nicolas Chopin,22,2
4445,Ana M. Martinez,22,1
4446,Aniruddha Bhargava,22,1
4447,Emile Contal,22,2
4448,Bing Tian Dai,22,1
4449,Jim C. Huang,22,2
4450,Ian Reid,22,1
4451,Liang Xiong,22,1
4452,Ambedkar Dukkipati,22,4
4453,Alexandre Lacoste,22,3
4454,Tapio Pahikkala,22,1
4455,Harish Ramaswamy,22,3
4456,Elad Mezuman,22,2
4457,Kiri L. Wagstaff,22,1
4458,Sean Lawlor,22,1
4459,Deepak Ramachandran,22,1
4460,Liang Wang,22,2
4461,Anthony K.H. Tung,22,1
4462,Jaya Kawale,21,1
4463,James R. Lloyd,21,2
4464,S. Muthukrishnan,21,1
4465,Nadia Payet,21,1
4466,Christopher Musco,21,2
4467,Nir Friedman,21,1
4468,Ido Cohn,21,1
4469,Kyomin Jung,21,3
4470,Derek Hoiem,21,1
4471,Raz Kupferman,21,1
4472,D. Sculley,21,2
4473,Chengtao Li,21,4
4474,Hai-son P. Le,21,2
4475,Krishnan Kumar,21,1
4476,Ziv Bar-joseph,21,2
4477,Samaneh Azadi,21,1
4478,Nataliya Shapovalova,21,1
4479,Saurabh Singh,21,1
4480,Anqi Liu,21,2
4481,Shigenobu Kobayashi,21,2
4482,Stanley Osher ,21,1
4483,Braxton Osting,21,1
4484,Christoph Brune,21,1
4485,Doru C. Balcan,21,1
4486,Hado P. van Hasselt,21,2
4487,Ljupco Todorovski,21,1
4488,Scott Niekum,21,4
4489,Renjie Liao,21,2
4490,Rohit Singh,21,1
4491,Kunal Agrawal,21,1
4492,Guillaume Hennequin,21,3
4493,Gabor Lugosi,21,1
4494,Hung H. Bui,21,1
4495,Long Tran-Thanh,21,1
4496,CHRISTOS THRAMPOULIDIS,21,1
4497,Mrinal Kalakrishnan,21,2
4498,Martin Azizyan,21,1
4499,Shaobo Han,21,3
4500,Ehsan Abbasi,21,1
4501,Yasin Abbasi,21,2
4502,Kevyn Collins-thompson,21,1
4503,Elias Bareinboim,21,3
4504,Narges Bani Asani,21,1
4505,George Williams,21,1
4506,Nathan Palmer,21,1
4507,Chris Murray,21,1
4508,Nicholas Priebe,21,1
4509,Ian Spiro,21,1
4510,Samuel J. Gershman,21,2
4511,Liangliang Wang,21,2
4512,Ramesh Hariharan,21,1
4513,Ke Sun,21,4
4514,Jeremie Mary,21,2
4515,Will Bridewell,21,1
4516,Ziv Bar-Joseph,21,1
4517,Tal El-Hay,21,1
4518,Alain D. Cheveigne,21,1
4519,Arun Tejasvi Chaganty,21,3
4520,Shuo-yen R. Li,21,1
4521,Sigaud Olivier ,21,1
4522,Droniou Alain,21,1
4523,Shankar Vembu,21,1
4524,Lucila Ohno-Machado,21,1
4525,Jonathan L. Roux,21,1
4526,Yiming Yang ,21,1
4527,Hankz H. Zhuo,21,1
4528,William Fithian,21,2
4529,Maxwell Collins,21,2
4530,David Gifford,21,2
4531,Tao Hu,21,2
4532,Jonathan Bischof,21,1
4533,Eyal Even-dar,21,1
4534,Dong S. Cheng,21,1
4535,Remi Cuingnet,21,1
4536,Zhuo Wang,21,3
4537,Marie Chupin,21,1
4538,Boris Lesner,21,2
4539,Habib Benali,21,1
4540,Jong-Shi Pang,21,1
4541,Lorenzo Orecchia,21,1
4542,Matus Telgarsky,21,1
4543,Nico Goernitz,21,2
4544,Harish G. Ramaswamy,21,2
4545,Janardhan Rao Doppa,21,1
4546,Pierre Gaillard,21,1
4547,Mingming Gong,21,3
4548,Kwang-Sung Jun,20,3
4549,Adam Vogel,20,1
4550,Chengkai Zhang,20,1
4551,Gautam C. Kamath,20,1
4552,Constantinos Daskalakis,20,1
4553,Shou-De Lin,20,2
4554,Vikas Garg,20,3
4555,Ross Goroshin,20,1
4556,Wei Sun,20,2
4557,Zhuang Ma,20,1
4558,Wei Ping,20,3
4559,Tai S. Lee,20,2
4560,Yuxuan Wang,20,1
4561,Remi Gribonval,20,2
4562,Steven Brenner,20,1
4563,james m. robins,20,1
4564,Stefan Habenschuss,20,2
4565,Karin Verspoor,20,1
4566,Simone Romano,20,1
4567,Huizhen Yu,20,1
4568,Kishan Wimalawarne,20,1
4569,Vinh Nguyen,20,1
4570,Maurizio Filippone,20,4
4571,Patrick Shafto,20,1
4572,Melanie Hilario,20,1
4573,Rebecca Willett ,20,1
4574,Juan Dai,20,1
4575,Minh Do,20,2
4576,Sandro Ridella,20,1
4577,Vianney Perchet,20,3
4578,Romain Deguest,20,2
4579,Pierre-arnaud Coquelin,20,2
4580,Julia Vogt,20,1
4581,Kenneth Norman,20,1
4582,Yi Gu,20,2
4583,Per Sederberg,20,1
4584,Krzysztof Dembczy_ski,20,1
4585,Wojciech Kot_owski,20,1
4586,O. P. Kreidl,20,1
4587,Stefan Haufe,20,1
4588,Abdeslam Boularias,20,4
4589,Sudipto Guha,20,2
4590,Alessandro Ghio,20,1
4591,Mayur Mudigonda,20,1
4592,Rinat Khoussainov,20,1
4593,Matthew D. Zeiler,20,1
4594,Iain Matthews,20,1
4595,Feng Cao,20,1
4596,Yacine Jernite,20,2
4597,Luca Oneto,20,1
4598,Chris Hinrichs,20,3
4599,Jacob Andreas,20,2
4600,Davide Anguita,20,1
4601,Elon Portugaly,20,1
4602,Michael Naehrig,20,1
4603,Allison Berke,20,1
4604,Seth Flaxman,20,1
4605,Mike Phulsuksombati,20,1
4606,Adrian Barbu,20,1
4607,Marcus Hutter,20,2
4608,Go_khan Bakir,20,1
4609,Indrayana Rustandi,20,1
4610,Devansh Arpit,20,3
4611,Song-Chun Zhu,20,2
4612,Abram L. Friesen,20,2
4613,Satinder S. Baveja,20,1
4614,William K. W. Cheung,20,1
4615,Thomas Schon,20,1
4616,Furong Huang,20,1
4617,Jiming Liu,20,1
4618,Panagiotis Toulis,20,2
4619,Reuven Y. Rubinstein,20,1
4620,Eric Hall,20,1
4621,Tom Goldstein,20,3
4622,ozlem Aslan,20,2
4623,William Cohen,20,1
4624,Zhili Wu,20,1
4625,Michael F. Mathieu,20,2
4626,Dori Peleg,20,1
4627,John Wernsing,20,1
4628,Nathan Dowlin,20,1
4629,Kim Laine,20,1
4630,Kristin Lauter,20,1
4631,Nathan Lay,20,1
4632,Tamar Flash,20,1
4633,Rebecca A. Hutchinson,20,1
4634,Mark Rowland,20,1
4635,Daniel Neill,20,1
4636,Yuxi Li,20,1
4637,Sandeep R. Datta,20,1
4638,Alex Bronstein,20,1
4639,Thomas J. Fuchs,20,1
4640,Julia E. Vogt,20,1
4641,Deliang Wang,20,1
4642,Alex Wiltschko,20,1
4643,Ruedi Stoop,20,1
4644,David Barrett,20,1
4645,Maosong Sun,20,1
4646,Qixia Jiang,20,1
4647,Shih-Chii Liu,20,3
4648,Thomas Ott,20,1
4649,Anne Hsu,20,1
4650,Andy Nguyen,20,1
4651,Andreas Hess,20,1
4652,Shahin Shahrampour,20,1
4653,Ali Jadbabaie,20,1
4654,Andrew Gordon,19,1
4655,Chris Lloyd,19,1
4656,Kisuk Lee,19,1
4657,Adams Wei Yu,19,3
4658,Jingren Zhou,19,1
4659,Zhenghao Wang,19,1
4660,Weizhu Chen,19,1
4661,Matthias Oster,19,1
4662,Xin Wang,19,2
4663,Frederic Chazal l,19,1
4664,Satinder,19,1
4665,Ching-Pei Lee,19,1
4666,Balazs Szarenyi,19,3
4667,Shaomin Wang,19,1
4668,Laiwan Chan,19,2
4669,Soumyadeep Chatterjee,19,1
4670,John Skilling,19,1
4671,Aleksandar Zlateski,19,1
4672,Yi Wei,19,1
4673,Miltos Allamanis,19,1
4674,Marc Glisse,19,1
4675,Nan Jiang,19,2
4676,Claudia Eckert,19,1
4677,Huang Xiao,19,1
4678,Liam M. Dermed,19,1
4679,Fabio Roli,19,1
4680,Simon Barthelme,19,2
4681,Tom Claassen,19,2
4682,Catherine Labruere,19,1
4683,Andrew McGregor,19,2
4684,Giorgio Fumera,19,1
4685,Kannan Achan,19,1
4686,Adish Singla,19,2
4687,John MacCormick,19,1
4688,Krzysztof Choromanski,19,2
4689,Michael Isard,19,1
4690,Peter Battaglia,19,2
4691,Jian Yang,19,2
4692,Vishwanathan Ashwin,19,1
4693,Valliappa Chockalingam,19,1
4694,Thomas Peel,19,2
4695,Guy Isely,19,1
4696,Wei Pan,19,1
4697,Tao Pham Dinh,19,1
4698,Sean Cutler,19,1
4699,Yiming Wang,19,1
4700,Mo Yu,19,1
4701,Alex Kantchelian,19,2
4702,Leslie P. Kaelbling,19,1
4703,Brian Milch,19,1
4704,Sarah Osentoski,19,1
4705,Jinsong Tan,19,1
4706,Duangmanee Putthividhya,19,1
4707,Ghahramani Zoubin ,19,1
4708,Sandrine Anthoine,19,2
4709,Hagai Attias,19,1
4710,K. Ramakrishnan,19,1
4711,Robert Tillman,19,1
4712,Peng Zang,19,1
4713,Nicholas Hay,19,1
4714,Jessica B. Hamrick,19,1
4715,Peng Zhou,19,1
4716,Staal A. Vinterbo,19,1
4717,Rachel Puckrin,19,1
4718,Jennifer Listgarten,19,1
4719,Noam Slonim,19,1
4720,Tang Jie,19,1
4721,Mark A. Paskin,19,1
4722,Roee Litman,19,1
4723,Tal Ben Yakar,19,1
4724,Alexander M. Bronstein,19,1
4725,Seungjin Choi,19,4
4726,Aharon Birnbaum,19,2
4727,Ming Ji,19,1
4728,Christopher Hillar,19,1
4729,Risto Miikkulainen,19,1
4730,Shane Jensen,19,1
4731,Mamadou Thiao,19,1
4732,Brian Litt,19,1
4733,Ulrike Von Luxburg,19,1
4734,Heung-yeung Shum,19,1
4735,Ali Borji,19,1
4736,Yangyu Tao,19,1
4737,Amir Hesam Salavati,19,2
4738,Abhay Harpale,19,1
4739,Anh Nguyen,19,1
4740,Ryan J. Giordano,19,1
4741,Dillon Plunkett,19,1
4742,Hoai An Le Thi,19,1
4743,Shiwei Lan,19,1
4744,Mehul Parsana,19,1
4745,Esther Salazar,19,3
4746,Chenghui Cai,19,1
4747,Bo Zhou,19,1
4748,Joan Bruna Estrach,19,1
4749,Clint Scovel,19,1
4750,Bruno Abrahao,19,1
4751,Biljana Petreska,19,2
4752,John Lui,19,1
4753,Jason Rennie,19,1
4754,Thang D. Bui,19,2
4755,Andres Munoz,19,2
4756,David Minnen,19,1
4757,Don Hush,19,1
4758,Michael Herrmann,18,1
4759,Michael L. Wick,18,1
4760,Mari Sepp_nen,18,1
4761,Jouni Hartikainen,18,1
4762,Stefan Kramer,18,1
4763,Simo S_rkk_,18,1
4764,Jeremy Kubica,18,1
4765,Eugene Ndiaye,18,2
4766,Marcos Salganicoff,18,1
4767,Ofir Mebel,18,1
4768,Anna Harutyunyan,18,1
4769,Sarang Lakare,18,1
4770,Ryan Kelly,18,1
4771,Marc Metivier ,18,1
4772,Matthew Smith,18,1
4773,Bruno Bouzy,18,1
4774,Matthias Wolf,18,1
4775,Deirdre O'Brien,18,1
4776,Glencora Borradaile,18,1
4777,Tom Ouyang,18,1
4778,Randall Davis,18,1
4779,Robert Gray,18,1
4780,Brent Heeringa,18,1
4781,Alexandre Bouchard-Cote,18,3
4782,Koji Eguchi,18,1
4783,Kosuke Fukumasu,18,1
4784,Robert Kass,18,1
4785,Nigel Goddard,18,2
4786,Kriti Puniyani,18,1
4787,Sokol Koco,18,1
4788,Paul Mineiro,18,1
4789,Sergey Bartunov,18,2
4790,Anna Choromanska,18,2
4791,Derin Babacan,18,1
4792,Kimberly L. Stachenfeld,18,1
4793,Kamil Ciosek,18,1
4794,Anna Levina,18,1
4795,Paul Kidwell,18,1
4796,Leif Finkel,18,1
4797,Andrew Connolly,18,1
4798,Xin Liu,18,2
4799,Raviv Raich,18,2
4800,Nolan Bard,18,1
4801,Gholamreza Haffari,18,2
4802,Robert Jedicke,18,1
4803,Joseph Masiero,18,1
4804,Nimar Arora,18,1
4805,Tao Shi,18,1
4806,Huasen Wu,18,2
4807,Sham,18,2
4808,Si Wu,18,7
4809,Suriya Gunasekar,18,3
4810,Johan Ugander,18,2
4811,Xueqi Cheng,18,1
4812,Jingjing Zheng,18,1
4813,Zhuolin Jiang,18,1
4814,Jonathon P. Phillips,18,1
4815,Jiafeng Guo,18,1
4816,Xin Yuan,18,3
4817,Moshe Butman,18,1
4818,Ulrich Ruckert,18,1
4819,Hong Qin,18,2
4820,Ira Cohen,18,1
4821,Todd K. Leen,18,2
4822,Raghu Krishnapuram,18,1
4823,Benjamin Kuipers,18,1
4824,Siu On Chan,18,1
4825,Alan Welsh,18,1
4826,Barnaba_s Po_czos,18,1
4827,Simon Burton,18,1
4828,Jan-Willem van de Meent,18,2
4829,Jim Dowling,18,1
4830,Bo Li,18,2
4831,Yevgeniy Vorobeychik,18,2
4832,Jimmy Ren,18,1
4833,Anirban Roychowdhury,18,2
4834,Go Irie,18,1
4835,Kai Ni,18,1
4836,Yuan (Alan) Qi,18,1
4837,A. Rupam Mahmood,18,1
4838,Yoshikazu Terada,18,1
4839,Yasuhiro Fujiwara,18,1
4840,David Baldwin,18,1
4841,Marton G. Danoczy,18,1
4842,Alberto Giovanni Busetto,18,1
4843,Richard H. R. Hahnloser,18,1
4844,Volkan Cevher ,18,1
4845,Xiaorui Sun,18,1
4846,Aaron D'souza,18,1
4847,Donna Hoffman,18,1
4848,Tom Stepleton,18,1
4849,Lorenzo Dell'Arciprete,18,1
4850,Ciaran Lee,18,1
4851,Pushpak Bhattacharyya,18,1
4852,Mitsuo Kawato,18,1
4853,Vishy Vishwanathan,18,1
4854,John Kalaska,18,1
4855,Timothy Hanks,18,1
4856,Lauren Sergio,18,1
4857,Krishna Prasad Chitrapura,18,1
4858,Justin Ward,18,1
4859,Rafael Barbosa,18,1
4860,Shinji Kakei,18,1
4861,Mike Shadlen,18,1
4862,Toshinori Yoshioka,18,1
4863,Roni Mittelman,18,1
4864,Ilan Rubinfeld,18,1
4865,Kenji Yamamoto,18,1
4866,Michael Carney,18,1
4867,Stefano Fusi,17,1
4868,Dmitry Adamskiy,17,1
4869,Ashwinkumar Badanidiyuru,17,2
4870,Debarghya Ghoshdastidar,17,2
4871,Terrence J. Sejnowski,17,1
4872,Qiang Cheng,17,2
4873,Shunan Zhang,17,1
4874,Pierre Ferrez,17,1
4875,Omar Besbes,17,1
4876,Mona Eberts,17,1
4877,Mikhail Volkov,17,2
4878,Yonatan Gur,17,1
4879,Pavlo Lutsik,17,1
4880,Vahab Mirrokni,17,4
4881,Daniela Rus,17,2
4882,Petroula Tsampouka,17,2
4883,Yonghong Huang,17,1
4884,David F. Gleich,17,3
4885,Francesca Petralia,17,2
4886,Olana Missura,17,1
4887,Danilo P. Mandic,17,1
4888,Qibin Zhao,17,1
4889,Elliot A. Ludvig,17,1
4890,Mohammad Sadegh Talebi Mazraeh Shahi,17,1
4891,Tonio Ball,17,1
4892,Austin R. Benson,17,2
4893,Andreas Schulze-bonhage,17,1
4894,Martin O. Larsson,17,1
4895,Garrett Thomas,17,1
4896,YI WU,17,1
4897,Yannis M. Assael,17,1
4898,Jose Millan,17,1
4899,Jakob Foerster,17,1
4900,Edo Liberty,17,2
4901,William J. Huggins,17,1
4902,Arthur Choi,17,6
4903,Srinjoy Mitra,17,1
4904,Jon M. Kleinberg,17,1
4905,David Liben-nowell,17,1
4906,Andrew G. Wilson,17,2
4907,Flavio Chierichetti,17,1
4908,Kai Fan,17,3
4909,Georg Zeller,17,1
4910,Andre Kahles,17,1
4911,Cesar F. Caiafa,17,1
4912,Ting-Wei Lin,17,1
4913,Gautham Mysore,17,1
4914,Ziteng Wang,17,2
4915,Jin Zhang,17,1
4916,Joe Neeman,17,1
4917,Zhuowen Tu ,17,1
4918,Tor Lattimore,17,8
4919,Quannan Li,17,1
4920,Robert Fitch,17,1
4921,Chee Wee Phua,17,1
4922,Tze Yun Leong ,17,1
4923,Ravindran Kannan,17,2
4924,Zhuoru Li,17,1
4925,Byron Yu ,17,1
4926,Matthew Golub,17,1
4927,Junping Zhang ,17,1
4928,Billy Chang,17,1
4929,Uwe Kruger,17,1
4930,Hong Cheng,17,1
4931,James Cheng,17,1
4932,Fanhua Shang,17,1
4933,Yuanyuan Liu,17,1
4934,Rafal Kustra,17,1
4935,Assaf Glazer,17,3
4936,Andrew M. McDonald,17,1
4937,Jie Shen,17,2
4938,Richard G. Gibson,17,2
4939,Yifan Wu,17,3
4940,Nathan Parrish,17,1
4941,Pieter Roelfsema,17,1
4942,Christophe Nicolas Magnan,17,1
4943,Mehdi Keramati,17,1
4944,Siamak Ravanbakhsh,17,6
4945,Marine Depecker,17,1
4946,Sourish Chaudhuri,17,1
4947,Sanda Harabagiu,17,1
4948,Andrew Hickl,17,1
4949,Matthew Titsworth,17,1
4950,Cosmin Bejan,17,1
4951,Kostas Daniilidis,17,1
4952,Roy Anati,17,1
4953,Yariv Mizrahi,17,1
4954,Sylvain Robbiano,17,2
4955,Andreas Zeller,17,1
4956,Mohan Kankanhalli,17,1
4957,Dingyi Han,17,1
4958,Dmitry Vetrov,17,3
4959,Mohak Shah,17,3
4960,Keisuke Yamazaki,17,1
4961,Fabrizio Ruggeri,17,1
4962,Frederic Chazal,17,2
4963,Fabrizio Lecci,17,1
4964,Brittany Fasy,17,1
4965,Dimitris Stamos,17,1
4966,Jong Cheol Jeong,17,1
4967,Valentin Dallmeier,17,1
4968,Johannes Bill,17,1
4969,Mazen Melibari,17,1
4970,Ioannis Tsamardinos,17,1
4971,Adam Tauman Kalai,17,1
4972,Cassio De Campos,17,1
4973,Giorgos Borboudakis,17,1
4974,Konstantin Kutzkov,17,1
4975,Mohamed Ahmed,17,1
4976,Xue-wen Chen,17,1
4977,Brendan Van Rooyen,17,1
4978,Miltiadis Allamanis,17,1
4979,Hao Peng,17,1
4980,Sue Ann Hong,17,1
4981,Marco Gaboardi,17,2
4982,Chao Chen,17,4
4983,Tyagi Hemant,17,1
4984,Hongfei Li,17,1
4985,Bob Williamson,17,1
4986,Denis Maua,17,1
4987,Eric Verbeek,17,1
4988,Yanmei Tie,17,1
4989,Jordan Boyd-Graber,17,3
4990,Michael Lindenbaum,17,3
4991,Alexandra Golby,17,1
4992,Matthew Loper,17,1
4993,Laura Rigolo,17,1
4994,Azadeh Khaleghi,17,2
4995,Arkadas Ozakin,17,1
4996,E. J. Kehoe,17,1
4997,Taha Bahadori,17,1
4998,Georg Langs,17,1
4999,Emanuel V. Todorov,17,1
5000,Kendall Lowrey,17,1
5001,Igor Mordatch,17,1
5002,Adam Teichert,17,1
5003,Zakria Hussain,16,1
5004,Claudia Clopath,16,1
5005,Thomas S. Huang,16,2
5006,Rodney J. Douglas,16,3
5007,Andre Longtin,16,1
5008,Ramon Huerta,16,1
5009,Mehmet K. Muezzinoglu,16,1
