,author,cite_num,paper_num
1757,Patrick Flaherty,55,1
1758,Vincent Q. Vu,55,2
1759,Javad Azimi,55,2
1760,Alborz Geramifard,55,1
1761,Fred A. Hamprecht,55,3
1762,Zhi-ming Ma,55,2
1763,Dmitry Kamenetsky,55,1
1764,Silvia Villa,55,2
1765,Atsushi Nitanda,55,1
1766,Steven D. Rooij,55,2
1767,S. Vishwanathan,55,2
1768,Dohyung Park,55,2
1769,Adam Arkin,55,1
1770,Xiaozhi Chen,55,1
1771,Uri Hasson,55,2
1772,Stefano Ermon,55,7
1773,Arnold Smeulders,55,3
1774,Huimin Ma,55,1
1775,Andrew G. Berneshawi,55,1
1776,Daniel R. Sheldon,55,4
1777,Shohei Hido,55,1
1778,Anton van den Hengel,55,2
1779,Kaustav Kundu,55,1
1780,Konrad Koerding,54,4
1781,Stefan Klanke,54,1
1782,Yanjun Qi,54,2
1783,S. M. Ali Eslami,54,3
1784,Yusu Wang,54,3
1785,Jorge Marques,54,1
1786,Marc-olivier Schwartz,54,1
1787,Johannes Schemmel,54,1
1788,Karlheinz Meier,54,1
1789,Ioannis Mitliagkas,54,2
1790,Andreas Grubl,54,1
1791,Sebastian Millner,54,1
1792,Joao Lemos,54,1
1793,Kenji Kawaguchi,54,2
1794,Jinzhu Jia,54,1
1795,Jean-pascal Pfister,54,3
1796,Petros Maniatis,54,1
1797,Byung-gon Chun,54,1
1798,Satinder P. Singh,54,3
1799,Paolo Viappiani,54,1
1800,Craig Boutilier,54,1
1801,Roman Garnett,54,5
1802,Sandra Ebert,54,1
1803,Xiaolin Yang,54,1
1804,Marcus Rohrbach,54,1
1805,Yutian Chen,54,2
1806,Mayur Naik,54,1
1807,Rafael M. Frongillo,53,2
1808,Ping Luo,53,1
1809,Zhenyao Zhu,53,1
1810,Charles A. Sutton,53,2
1811,Patrick J. Wolfe,53,2
1812,Bogdan Alexe,53,2
1813,Kevin Gimpel,53,2
1814,Sanjeev Arora,53,1
1815,Faisal Khan,53,1
1816,Kush Bhatia,53,2
1817,Dmitry Pechyony,53,1
1818,Giovanni Zappella,53,3
1819,Vladimir Vapnik,53,1
1820,Chiyuan Zhang,53,3
1821,Ankur Moitra,53,1
1822,Bilge Mutlu,53,1
1823,Anna Koop,53,3
1824,Thomas B. Schan,53,2
1825,Qian Xu,53,1
1826,Ole Winther,52,5
1827,Nikos Komodakis,52,2
1828,Andreas Damianou,52,1
1829,Dan Russo,52,3
1830,Felix Biessmann,52,1
1831,Shuheng Zhou,52,2
1832,Aharon Ben-tal,52,2
1833,Jeremy Hill,52,1
1834,Yuncheng Li,52,1
1835,Nan Rong,52,1
1836,Jennifer Gillenwater,52,1
1837,Guillaume Bouchard,52,2
1838,Brendan Mcmahan,52,2
1839,Adnan Darwiche,52,7
1840,Ricardo Henao,52,7
1841,Jake Bouvrie,52,2
1842,Philipp Berens,52,3
1843,Suzanna Martens,52,1
1844,Trevor Cohn,51,1
1845,Iasonas Kokkinos,51,1
1846,Min Xu,51,2
1847,Stella X. Yu,51,1
1848,Gabriel Peyre,51,5
1849,Miles Osborne,51,1
1850,David Hunter,51,1
1851,Ahmed Hefny,51,2
1852,Ludwig Schmidt,51,3
1853,Onur Dikmen,51,2
1854,Hagai Lalazar,51,1
1855,Yining Wang,51,5
1856,Duy Q. Vu,51,1
1857,Rosalind W. Picard,51,1
1858,Miao Xu,51,1
1859,Huyen T. Do,51,1
1860,Steven C. Hoi,51,2
1861,Moritz Grosse-wentrup,51,2
1862,Michael Unser,51,1
1863,Ulugbek Kamilov,51,1
1864,Anitha Kannan,51,1
1865,Jan Gasthaus,51,2
1866,Benjamin M. Marlin,51,3
1867,Mohammad E. Khan,51,3
1868,Bo Liu,51,2
1869,Adi Botea,51,1
1870,Radu Marinescu,51,1
1871,Akihiro Kishimoto,51,1
1872,Hyungil Ahn,51,1
1873,Miles Lopes,51,2
1874,J. D. Tygar,51,2
1875,Deepak Venugopal,51,3
1876,Ladan Shams,50,2
1877,Kee-eung Kim,50,3
1878,Gang Niu,50,3
1879,Michael T. Todd,50,1
1880,Chicheng Zhang,50,4
1881,Jacob Goldberger,50,2
1882,Sebastian Gerwinn,50,4
1883,George H. Chen,50,2
1884,Kiyohito Nagano,50,2
1885,Michael Collins,50,2
1886,Adam Sanborn,50,2
1887,Sathiya Keerthi,50,1
1888,Christoph Lippert,50,2
1889,Daniel L. Yamins,50,1
1890,Joshua T. Abbott,50,3
1891,Michael C. Hughes,50,3
1892,Deep Ganguli,50,1
1893,Ha Hong,50,1
1894,James J. DiCarlo,50,1
1895,Juhee Cho,50,1
1896,Roberto Cipolla,49,1
1897,Tae-kyun Kim,49,1
1898,James Hensman,49,2
1899,Matthew Johnson,49,3
1900,Erik Sudderth,49,3
1901,Franccois Charpillet,49,1
1902,Jeffrey W. Miller,49,2
1903,Austin I. Eliazar,49,1
1904,Aaron Klein,49,2
1905,Michael Bruckner,49,2
1906,Qian Sun,49,1
1907,Rita Chattopadhyay,49,1
1908,Sethuraman Panchanathan,49,1
1909,Vincent Thomas,49,1
1910,Blake Shaw,49,1
1911,Olivier Buffet,49,1
1912,Frank Hutter,49,2
1913,Xiaoyin Ge,49,1
1914,Issam I. Safa,49,1
1915,Evan W. Archer,49,5
1916,Puyang Xu,49,1
1917,Asela Gunawardana,49,1
1918,Lev Reyzin,49,1
1919,Vivek Farias,49,4
1920,Allen Yang,49,1
1921,Henrik Ohlsson,49,1
1922,William March,49,1
1923,Ramakrishnan K.r.,49,1
1924,Raman S,49,1
1925,Dinesh G,49,1
1926,Saketha N. Jagarlapudi,49,1
1927,Hua Wang,49,2
1928,Lan Du,49,1
1929,Bert Huang,49,1
1930,Qinqing Zheng,49,2
1931,Roy Dong,49,1
1932,Martin Slawski,49,5
1933,Shankar Sastry,49,1
1934,Yi-An Ma,49,1
1935,Tianqi Chen,49,1
1936,Kun Zhang,49,2
1937,Vincent Rabaud,49,1
1938,Chad Scherrer,48,1
1939,Patrice Marcotte,48,1
1940,Sebastian Tschiatschek,48,3
1941,Yi Li,48,2
1942,Pedro M. Domingos,48,1
1943,Mahantesh Halappanavar,48,1
1944,Takeshi Yamada,48,2
1945,Alessandro Verri,48,1
1946,Hyeonwoo Noh,48,1
1947,Tomer Koren,48,7
1948,Yibiao Zhao,48,1
1949,Jonathan E. Taylor,48,3
1950,Sofia Mosci,48,1
1951,Song-chun Zhu,48,1
1952,David Haglin,48,1
1953,Ian En-Hsu Yen,48,6
1954,Seunghoon Hong,48,1
1955,Matthew Wilder,48,2
1956,Roger B. Grosse,48,3
1957,Matthew T. Harrison,47,1
1958,Alexander Novikov,47,1
1959,Andrew D. Bagdanov,47,1
1960,Joost Weijer,47,1
1961,Dmitrii Podoprikhin,47,1
1962,Fahad S. Khan,47,1
1963,Jason Eisner,47,2
1964,Bing Zhao,47,1
1965,Lei Shi,47,3
1966,Maria Vanrell,47,1
1967,Andrei B. Ungureanu,47,1
1968,Angela Yao,47,1
1969,Haochen Wei,47,1
1970,Wenling Shang,47,1
1971,Tele Hao,47,2
1972,Amit Daniely,47,3
1973,K Briggman,47,1
1974,H. S. Seung,47,2
1975,Alan Aspuru-Guzik,47,1
1976,Timothy Hirzel,47,1
1977,Rafael Bombarell,47,1
1978,Jorge Iparraguirre,47,1
1979,Dougal Maclaurin,47,1
1980,Christopher G. Lucas,47,2
1981,Bala Rajaratnam,47,2
1982,Chris Lucas,47,2
1983,Zheng Wen,47,3
1984,Deb Roy,47,1
1985,Dong Zhang,47,1
1986,Bernardino Romera-Paredes,47,1
1987,Benjamin Sapp,47,1
1988,Kai Zhang,47,2
1989,David Weiss,47,1
1990,Gloria Haro,47,1
1991,Jayadev Acharya,47,3
1992,Juergen Gall,47,1
1993,Daniel Soudry,47,3
1994,Gregory Randall,47,1
1995,Shlomo Zilberstein,47,4
1996,Daniel J. Navarro,47,2
1997,Michael P. Holmes,47,3
1998,David Danks,47,3
1999,Yuanqing Lin,47,2
2000,Daniel Gatica-perez,47,1
2001,Sanmay Das,46,2
2002,Benigno Uria,46,1
2003,Sergey Kirshner,46,1
2004,Amy Greenwald,46,2
2005,Benjamin Stephens,46,1
2006,Gregory Wayne,46,2
2007,David Lopez-Paz,46,1
2008,Peter Szabo,46,1
2009,Xiang Bai,46,3
2010,Kunihiko Sadamasa,46,1
2011,Hanbo Chen,46,1
2012,Murat A. Erdogdu,46,4
2013,Dianne O'leary,46,1
2014,Degang Zhang,46,1
2015,Xi Jiang,46,1
2016,Tuo Zhang,46,1
2017,Fan Deng,46,1
2018,Dajiang Zhu,46,1
2019,Carlos Faraco,46,1
2020,Lei Guo,46,1
2021,Kaiming Li,46,1
2022,Nal Kalchbrenner,46,1
2023,Chris Atkeson,46,1
2024,Neil Houlsby,46,2
2025,John Quinn,46,1
2026,Li Deng,46,2
2027,Alessandro Rinaldo,46,3
2028,Neil Mcintosh,46,1
2029,Jeronimo Arenas-garcia,45,1
2030,Justin Domke,45,6
2031,Brent Miller,45,1
2032,Bao-gang Hu,45,1
2033,Shuang-hong Yang,45,1
2034,Pernille Hemmer,45,1
2035,Georgios Tziritas,45,1
2036,Kaare B. Petersen,45,1
2037,Renaud Jolivet,45,2
2038,Partha P. Talukdar,45,1
2039,Yung-kyun Noh,45,2
2040,Ted Sandler,45,1
2041,David B. Grimes,45,1
2042,Daniel R. Rashid,45,1
2043,Eakta Jain,45,1
2044,Nadya Bliss,45,1
2045,Karthika Mohan,45,2
2046,Benjamin Miller,45,1
2047,Hyun S. Park,45,1
2048,Daichi Mochihashi,45,2
2049,Guy Van den Broeck,45,3
2050,Youwei Zhang,45,1
2051,Jose A. Pereira,45,1
2052,Jaedeug Choi,45,2
2053,Alaa Saade,45,2
2054,James Y. Zou,45,2
2055,Ofer Meshi,45,4
2056,Bilal Piot,44,2
2057,Maneesh Bhand,44,1
2058,Alexandr Andoni,44,1
2059,Pieter-jan Kindermans,44,1
2060,Subhransu Maji,44,2
2061,Hannes Verschore,44,1
2062,Saizheng Zhang,44,3
2063,Thijs Laarhoven,44,1
2064,Ritvik Mudur,44,1
2065,Alexandra Carpentier,44,6
2066,David Verstraeten,44,1
2067,Bipin Suresh,44,1
2068,Ilya Razenshteyn,44,1
2069,Morteza Alamgir,44,2
2070,Brian McWilliams,44,4
2071,Wei-Lun Chao,44,1
2072,Shouyuan Chen,44,2
2073,Ryohei Fujimaki,44,4
2074,Joon Hee Choi,44,1
2075,Matthieu Geist,44,2
2076,Xuming He,44,2
2077,Manuel Blum,44,1
2078,Fan Li,44,1
2079,Himanshu Jain,44,1
2080,Michael R. Lyu,44,2
2081,Piotr Indyk,44,2
2082,Katharina Eggensperger,44,1
2083,Xinyang Yi,44,4
2084,Olivier Pietquin,44,2
2085,Chi-hoon Lee,44,1
2086,Emma Brunskill,44,2
2087,Ferenc Huszar,44,1
2088,Matthias Feurer,44,1
2089,Feng Jiao,44,1
2090,Steven Ehrlich,44,1
2091,Sohrob Kazerounian,44,1
2092,Shaili Jain,44,1
2093,Andrew Gelman,43,1
2094,Junming Yin,43,2
2095,Shuiwang Ji,43,1
2096,Jean-jeacques Slotine,43,3
2097,Alp Kucukelbir,43,1
2098,Katsuhiko Ishiguro,43,1
2099,William Chen,43,1
2100,Mijung Park,43,6
2101,Sterling Johnson,43,2
2102,Itay Hubara,43,2
2103,Matthew Faulkner,43,1
2104,Tian Lin,43,2
2105,Kacper P. Chwialkowski,43,3
2106,Andreas Ruttor,43,4
2107,Hugh A. Chipman,43,1
2108,Tuomas Sandholm,43,3
2109,Michael Schrader,43,1
2110,Edward I. George,43,1
2111,Robert E. Mcculloch,43,1
2112,Shihai Wang,43,1
2113,Liang Lin,43,2
2114,Xiaolong Wang,43,2
2115,Byoung-tak Zhang,43,1
2116,Aasa Feragen,43,1
2117,Niklas Kasenburg,43,1
2118,Rie K. Ando,43,1
2119,Jens Petersen,43,1
2120,Marleen de Bruijne,43,1
2121,Fuxin Li,43,2
2122,Andrzej S. Cichocki,43,2
2123,Yingzhen Li,42,2
2124,Jeffrey Johns,42,1
2125,Lev Faivishevsky,42,1
2126,James Haxby,42,2
2127,Wolf Singer,42,1
2128,Jimei Yang,42,2
2129,Christopher Painter-wakefield,42,1
2130,Emilie Kaufmann,42,2
2131,Sophie Deneve,42,4
2132,Hai L. Chieu,42,2
2133,Alexander Rauch,42,1
2134,Yura N. Perov,42,1
2135,Aaron Roth,42,4
2136,Eftychios A. Pnevmatikakis,42,2
2137,Danko Nikolic,42,1
2138,Nicholas Ruozzi,42,3
2139,Prof. Bernhard Scholkopf,42,2
2140,Hans-rudolf Luscher,42,1
2141,jifeng dai,42,1
2142,James An,42,1
2143,Stefan Haeusler,42,1
2144,Genevera I. Allen,42,2
2145,Zohar S. Karnin,42,5
2146,Jonathan P. How,42,4
2147,Xueyuan Zhou,42,1
2148,Junsong Yuan,41,1
2149,Tommer Leyvand,41,1
2150,Aharon B. Hillel,41,1
2151,Du Tran,41,1
2152,Daniel Cohen-or,41,1
2153,William Uther,41,1
2154,Christoph H. Lampert,41,4
2155,Aram Galstyan,41,3
2156,Xinchen Yan,41,2
2157,Pannagadatta K. Shivaswamy,41,2
2158,Timothy T. Rogers,41,3
2159,Sergio R. Galeano,41,1
2160,Joerg Bornschein,41,3
2161,Hyun Oh Song,41,2
2162,Joerg Luecke,41,3
2163,Eytan Ruppin,41,1
2164,Gideon Dror,41,1
2165,Haipeng Luo,41,5
2166,Amit Kagian,41,1
2167,Oncel Tuzel,41,2
2168,Danilo J. Rezende,41,1
2169,Michalis Titsias RC AUEB,41,6
2170,Ming-Yu Liu,41,2
2171,Dustin Lang,41,2
2172,Hui Lin,41,1
2173,Jianqiu Ji,41,1
2174,Jianmin Li,41,1
2175,Christopher Zach,41,1
2176,Amir Sani,41,2
2177,Christoph Sawade,41,3
2178,Alan Blair,41,1
2179,Qi Tian,41,1
2180,Nicholas Cepeda,41,1
2181,Jingwei Liang,41,2
2182,Nisarg Shah,40,2
2183,Nenghai Yu,40,2
2184,Olga Russakovsky,40,1
2185,Kwabena A. Boahen,40,4
2186,Charles A. Micchelli,40,2
2187,Vivek Rathod,40,1
2188,Samuel S. Gross,40,1
2189,George Papandreou,40,1
2190,Alexander Pritzel,40,1
2191,Guillaume Desjardins,40,2
2192,Lawrence Murray,40,2
2193,Brenden M. Lake,40,2
2194,Chiru Bhattacharya,40,2
2195,Joseph Turian,40,1
2196,Anoop Korattikara Balan,40,1
2197,Joseph Wang,40,3
2198,Giacomo Indiveri,40,5
2199,Shigeru Shinomoto,40,3
2200,Aaron Wilson,40,1
2201,Arian Maleki,40,2
2202,Shuang Li,40,3
2203,Arnak Dalalyan,40,2
2204,Gregoire Montavon,40,3
2205,Sebastian A. Kurtek,40,1
2206,Maksims Volkovs,40,2
2207,Serafim Batzoglou,40,2
2208,Jamie H. Morgenstern,40,2
2209,James V. Brecht,40,1
2210,James von Brecht,40,2
2211,Alvaro Cardenas,40,1
2212,Dima Kuzmin,40,1
2213,Anuj Srivastava,40,1
2214,Marco Barreno,40,1
2215,Joseph E. Gonzalez,40,2
2216,Joshua Vogelstein,40,2
2217,Andrew Guillory,40,2
2218,Benjamin Wellington,40,1
2219,Wei Wu,40,1
2220,I. D. Melamed,40,1
2221,Marthinus D. Plessis,39,1
2222,Minh H. Nguyen,39,1
2223,Liwei Wang,39,4
2224,Song Liu,39,1
2225,Sameer Sheorey,39,1
2226,Kaushik Mitra,39,1
2227,Ali Nouri,39,1
2228,Zoltan Szabo,39,4
2229,Vidhya Navalpakkam,39,2
2230,Kishore Konda,39,1
2231,Vincent Michalski,39,1
2232,Michael Kapralov,39,2
2233,Joao Carreira,39,1
2234,Yongxin Xi,39,1
2235,Julie A. Shah,39,3
2236,Borja Balle,39,1
2237,Florin Popescu,39,1
2238,Ilker Yildirim,39,1
2239,Jean Morales,39,1
2240,Martin Raphan,39,1
2241,Firas Hamze,39,2
2242,Fajwel Fogel,39,2
2243,Maryam Fazel,39,3
2244,William M. Campbell,39,2
2245,Pierre-yves Oudeyer,39,1
2246,Tobias Lang,39,1
2247,Manuel Lopes,39,1
2248,Haim Sompolinsky,39,3
2249,Hairong Liu,39,1
2250,Cristian Grozea,39,1
2251,Anupam Gupta,39,1
2252,Marton Danoczy,39,1
2253,Michal Valko,39,5
2254,Adrian Ion,39,1
2255,Sivan Sabato,39,5
2256,Jascha Sohl-Dickstein,38,2
2257,Yanping Huang,38,2
2258,Trac D. Tran,38,1
2259,Nasser M. Nasrabadi,38,1
2260,Nam Nguyen,38,1
2261,Thomas Schan,38,1
2262,Bin Zhao,38,1
2263,Dinh Phung,38,2
2264,Tat-jun Chin,38,2
2265,David Suter,38,2
2266,William Brendel,38,1
2267,Alper Ayvaci,38,1
2268,Philip Bachman,38,3
2269,Arye Nehorai,38,1
2270,Andy Cotter,38,1
2271,Seungyeop Han,38,1
2272,Alexandre Proutiere,38,5
2273,Arash Vahdat,38,2
2274,Christopher M. De Sa,38,4
2275,Pasi Jylanki,38,1
2276,Ian Wong,38,1
2277,Nathaniel Korda,38,1
2278,Jordan L. Boyd-Graber,38,3
2279,Jarno Vanhatalo,38,1
2280,Robert Oostenveld,38,1
2281,Benjamin Rolfs,38,1
2282,Evgeniy Bart,38,1
2283,Ian Porteous,38,1
2284,Elad Gilboa,38,1
2285,Daniela Witten,38,1
2286,Wonmin Byeon,38,1
2287,Ulrik Beierholm,38,1
2288,Alex Schwing,38,7
2289,Eric Horvitz,38,2
2290,Drew Bagnell,38,2
2291,Pramod Viswanath,38,3
2292,Aki Vehtari,38,1
2293,Karthik Mohan,38,1
2294,Wei J. Ma,38,1
2295,Dominique Guillot,38,1
2296,Mike Chung,38,1
2297,Clark Glymour,38,1
2298,Yoshihiro Yamanishi,38,1
2299,Marcel V. Gerven,38,1
2300,Ji Zhu,37,1
2301,Leandro Soriano Marcolino,37,1
2302,Feng Kang,37,1
2303,Marie-laure Paillere-martinot,37,1
2304,Milind Tambe,37,1
2305,Jean-luc Martinot,37,1
2306,Catherine Martelli,37,1
2307,Albert Jiang,37,1
2308,Alon Orlitsky,37,4
2309,Gregory Shakhnarovich,37,2
2310,Guillermo A. Cecchi,37,1
2311,Lacey Gunter,37,1
2312,Jiarong Jiang,37,2
2313,Jiaming Xu,37,2
2314,Tran T. Truyen,37,1
2315,Hung Bui,37,1
2316,Svetha Venkatesh,37,1
2317,Zi Wang,37,1
2318,Art Owen,37,1
2319,Sanjoy Mitter,37,2
2320,Eiichiro Sumita,37,1
2321,Daniel Hernandez-lobato,37,2
2322,Marion Plaze,37,1
2323,Irina Rish,37,1
2324,Benjamin Thyreau,37,1
2325,Jianwei Yang,37,1
2326,Xiangyu Wang,37,5
2327,Francois Caron,37,4
2328,Guy Bresler,37,3
2329,S. Eslami,37,1
2330,Glenn Fung,37,1
2331,Peter Kairouz,37,2
2332,Edward Keefer,37,1
2333,Dharmendra S. Modha,37,1
2334,Paul Merolla,37,1
2335,Rathinakumar Appuswamy,37,1
2336,Steve K. Esser,37,1
2337,Jiasen Lu,37,1
2338,Jianying Hu,37,1
2339,Eizaburo Doi,37,2
2340,Jianfei Chen,37,1
2341,Lei Wu,37,1
2342,Been Kim,37,3
2343,Cary Dehing-oberije,37,1
2344,Aleksandra Mojsilovic,37,1
2345,Lawrence Cayton,37,2
2346,Karthik Narasimhan,37,1
2347,Jin Tian,37,1
2348,Serge Belongie,37,1
2349,Michael J. Wilber,37,1
2350,Andreas Veit,37,1
2351,Philippe Lambin,37,1
2352,Jason Chang,37,2
2353,Kun Gai,36,1
2354,Guangyun Chen,36,1
2355,Brooks King-casas,36,1
2356,Babak Hassibi,36,4
2357,Pablo Sprechmann,36,3
2358,Johnny Mariethoz,36,1
2359,Elodie Vernet,36,1
2360,David Loker,36,1
2361,Alan Jern,36,4
2362,Vidyashankar Sivakumar,36,2
2363,Dan Wu,36,1
2364,Ricardo Silva,36,6
2365,Eddie Rafols,36,1
2366,Tianfan Xue,36,2
2367,Michael Aupetit,36,1
2368,Vladimir Pavlovic,36,2
2369,Richard Nock,36,4
2370,Abner Guzman-rivera,36,1
2371,Morteza Ibrahimi,36,2
2372,Tim Roughgarden,36,2
2373,Kareem Amin,36,3
2374,Michael Shettel,36,2
2375,Guy Lever,36,1
2376,P. R. Montague,36,1
2377,Pinghua Gong,36,2
2378,Wei Wang,36,2
2379,Adam M. Packer,36,2
2380,Arthur D. Szlam,36,1
2381,Michael Hausser,36,2
2382,Noah Pettit,36,2
2383,Trevor Campbell,36,4
2384,Henry Dalgleish,36,2
2385,Thomas Gartner,35,3
2386,Shaun Vecera,35,1
2387,Guillermo Canas,35,2
2388,Chuan-sheng Foo,35,1
2389,Soren Hauberg,35,2
2390,Charlie Frogner,35,2
2391,Gregory Valiant,35,3
2392,Sanjeev R. Kulkarni,35,1
2393,Venkat Chandrasekaran,35,2
2394,Robert Butera,35,2
2395,David Kriegman,35,1
2396,Dmitri B. Chklovskii,35,5
2397,Aaron Dennis,35,1
2398,Andrew Ziegler,35,1
2399,Eric Christiansen,35,1
2400,Yuhuai Wu,35,3
2401,Aviv Tamar,35,3
2402,Shimon Whiteson,35,2
2403,Jeremy Lewi,35,2
2404,Yong Jae Lee,35,1
2405,Jose Pereira,35,2
2406,Michael Gashler,35,1
2407,Edouard Klein,35,1
2408,Tony Martinez,35,1
2409,Yong Zhang,35,1
2410,Charles L. Isbell,35,2
2411,Shih-fu Chang,35,1
2412,Yao-Liang Yu,35,3
2413,Makoto Yamada,35,2
2414,Ari Pakman,35,2
2415,He He,34,3
2416,Andre S. Barreto,34,2
2417,Jiming Peng,34,2
2418,Adrian Haith,34,1
2419,Carl P. Jackson,34,1
2420,R. C. Miall,34,1
2421,Tanzeem Choudhury,34,1
2422,Oren Freifeld,34,1
2423,Mohammad Taha Bahadori,34,2
2424,Viet-An Nguyen,34,2
2425,Samet Oymak,34,2
2426,Edward H. Adelson,34,1
2427,Yinlam Chow,34,4
2428,Sander M. Bohte,34,3
2429,Philip Resnik,34,2
2430,Holly Jimison,33,1
2431,Alon Zweig,33,1
2432,Hynek Hermansky,33,1
2433,Chao Wang,33,1
2434,Mahito Sugiyama,33,2
2435,Lingqiao Liu,33,1
2436,Christian Walder,33,3
2437,Frank Ohl,33,1
2438,Subbarao Kambhampati,33,2
2439,Konrad P. Karding,33,2
2440,Misha Pavel,33,1
2441,Jimeng Sun,33,2
2442,Prem Melville,33,1
2443,Syama Sundar Rangapuram,33,2
2444,Shiva P. Kasiviswanathan,33,1
2445,Brooks Paige,33,2
2446,Aryeh Kontorovich,33,5
2447,Lars Omlor,33,1
2448,Martin Giese,33,1
2449,Brian Ziebart,33,4
2450,Takayuki Osogami,33,3
2451,Jamie Shotton,33,1
2452,Ben Williams,33,1
2453,Dimitris Papailiopoulos,33,4
2454,Taehwan Kim,33,1
2455,Toby Sharp,33,1
2456,M. M. Mahmud,33,1
2457,Jingdong Chen,33,1
2458,Peter E. Latham,33,2
2459,Sylvian Ray,33,1
2460,Raif Rustamov,33,1
2461,Jim Mutch,33,1
2462,Youngmoo Kim,33,1
2463,Chris Dyer,32,1
2464,Waleed Ammar,32,1
2465,Yair Wiener,32,2
2466,Satoru Iwata,32,1
2467,Gyemin Lee,32,1
2468,Vandana Kanchanapally,32,1
2469,Nelly Alia-klein,32,1
2470,Nora Volkow,32,1
2471,Sabri Boutemedjet,32,1
2472,Djemel Ziou,32,1
2473,William Webb,32,1
2474,Farideh Fazayeli,32,1
2475,Peter Spirtes,32,1
2476,Jozsef Fiser,32,2
2477,Peter Carbonetto,32,3
2478,Si Si,32,2
2479,Lloyd Elliott,32,2
2480,Nan Li,32,2
2481,Daniel Acuna,32,1
2482,Alexandre D'Aspremont,32,1
2483,Fei Xu,32,3
2484,Ana Radovanovic,32,1
2485,Nizar Bouguila,32,1
2486,Bryan D. He,32,2
2487,Xinghua Lou,32,2
2488,Marius Pachitariu,32,4
2489,Tara Sainath,32,1
2490,Yash Deshpande,32,2
2491,Mehran Sahami,31,1
2492,Chao Yuan,31,1
2493,Alexandre Pouget,31,3
2494,Claus Neubauer,31,1
2495,Siddharth Gopal,31,1
2496,Chris Piech,31,1
2497,Jonathan Bassen,31,1
2498,Moo. K. Chung,31,1
2499,Kfir Levy,31,4
2500,Charles Hatt,31,1
2501,Won H. Kim,31,1
2502,Anatole V. Lilienfeld,31,1
2503,Alexandre Tkatchenko,31,1
2504,Franziska Biegler,31,1
2505,Matthias Rupp,31,1
2506,Alexandru Niculescu-mizil,31,1
2507,Emtiyaz Khan,31,2
2508,Wenyu Liu,31,2
2509,Marco Cristani,31,1
2510,Hanzi Wang,31,1
2511,Rob Nowak,31,3
2512,Bryan R. Gibson,31,2
2513,Sennay Ghebreab,31,2
2514,Jaakko Luttinen,31,1
2515,Alexander Ilin,31,1
2516,Umberto Castellani,31,1
2517,Youssef Mroueh,31,2
2518,Zhe Gan,31,3
2519,Sergio Gomez,31,1
2520,Huy Nguyen,31,2
2521,Alessandro Rudi,31,3
2522,Joseph Williams,31,1
2523,Michael L. Kalish,31,1
2524,Katja Hansen,31,1
2525,Marcin Andrychowicz,31,1
2526,Jun Suzuki,31,1
2527,Hideki Isozaki,31,1
2528,Omer Reingold,31,1
2529,Brad Schumitsch,31,1
2530,Alan Willsky,31,2
2531,Cynthia Dwork,31,1
2532,Leonidas Lefakis,31,2
2533,Pranjal Awasthi,31,3
2534,Arkadev Chattopadhya,31,1
2535,James Martens,31,1
2536,Rey Ramirez,31,1
2537,Scott Makeig,31,1
2538,Sriram Srinivasan,30,1
2539,Joni K. Pajarinen,30,1
2540,Chris Ding,30,1
2541,Jaakko Peltonen,30,1
2542,Luis E. Ortiz,30,5
2543,Mert Pilanci,30,1
2544,David Saxton,30,1
2545,Georg Ostrovski,30,1
2546,Deguang Kong,30,1
2547,Zirui Zhou,30,1
2548,Onno Zoeter,30,1
2549,Christine Fawcett,30,1
2550,Ke Hou,30,1
2551,Jacquelyn A. Shelton,30,3
2552,Lucas C. Parra,30,2
2553,Hans P. Graf,30,1
2554,Srihari Cadambi,30,1
2555,Venkata Jakkula,30,1
2556,Charles Lee,30,1
2557,Jr. Isbell,30,1
2558,Murugan Sankaradass,30,1
2559,Srimat Chakradhar,30,1
2560,Ye Chen,30,1
2561,Christoph Dann,30,2
2562,Rohit Vaish,30,1
2563,Anthony Man-Cho So,30,1
2564,Tomaso A. Poggio,30,2
2565,John Canny,30,1
2566,Dmitry Y. Pavlov,30,1
2567,Meihong Wang,30,1
2568,Hsiang-Fu Yu,30,3
2569,Dimitris Metaxas,30,2
2570,David Szepesvari,30,1
2571,Sanjay Chawla,30,2
2572,Liping Liu,30,1
2573,Kumar Sricharan,30,2
2574,Pawan Mudigonda,30,1
2575,Vibhav G. Gogate,30,6
2576,Igor Dourdanovic,30,1
2577,Mohammad Gheshlaghi azar,30,1
2578,Ivo Danihelka,30,3
2579,Fabio Vitale,30,4
2580,Greg Ver Steeg,30,2
2581,Ajay Jasra,30,1
2582,Joseph Salmon,30,4
2583,Shameem Puthiya Parambath,29,1
2584,Srinadh Bhojanapalli,29,2
2585,Alireza Makhzani,29,1
2586,Mingyi Hong,29,3
2587,Laurens Maaten,29,2
2588,Vitaly Kuznetsov,29,3
2589,Zhujin Liang,29,1
2590,David Balduzzi,29,3
2591,Morten Morup,29,2
2592,Qiang Ji,29,4
2593,Liliang Zhang,29,1
2594,Nicholas Foti,29,2
2595,Alessandro Chiuso,29,2
2596,Stanislav Nikolov,29,1
2597,Torbjorn Eltoft,29,1
2598,Masato Okada,29,6
2599,Ralph Bourdoukan,29,2
2600,Bharath Sriperumbudur,29,2
2601,Jo-anne Ting,29,2
2602,Frank Nielsen,29,1
2603,Raajay Viswanathan,29,1
