,author,cite_num,paper_num
1762,Michael Karlen,37,1
1763,Virginia Smith,37,1
1764,Jun Wei Ng,37,1
1765,Dmitry Pechyony,37,1
1766,Chenxin Ma,37,1
1767,Vitor Santos Costa,37,3
1768,Erick Delage,37,1
1769,Raphael Bailly,37,1
1770,Dustin Tran,37,1
1771,Pengcheng Wu,37,1
1772,Nils Kriege,36,1
1773,David Hunter,36,1
1774,David Hsu,36,2
1775,Arthur Asuncion,36,1
1776,Andrew Cotter,36,2
1777,Kevin Leyton-Brown,36,1
1778,Duy Vu,36,1
1779,Zhuang Wang,36,1
1780,Ying Xiao,36,1
1781,Slobodan Vucetic,36,1
1782,Raffay Hamid,36,1
1783,Yuehua Xu,36,1
1784,Fusun Yaman,36,1
1785,Dennis Decoste,36,1
1786,Holger Hoos,36,1
1787,Frank Hutter,36,1
1788,Petra Mutzel,36,1
1789,Raphael Feraud,36,1
1790,De-Chuan Zhan,36,1
1791,Shixiang Gu,36,1
1792,Peter Battaglino,36,1
1793,Aurelie Lozano ,36,1
1794,Sami Naamane ,36,1
1795,Yong Lu,36,1
1796,Ming Li,36,1
1797,Nicholas Jong,36,1
1798,Bertrand Michel,36,2
1799,Hal Daume,35,1
1800,Remi Munos ,35,2
1801,Jelber Sayyad Shirab,35,1
1802,Dhruv Batra,35,1
1803,Christos Boutsidis,35,2
1804,Robert Williamson,35,2
1805,Ivo Shterev,35,2
1806,Simon Gu_nter,35,1
1807,Jin Yu,35,1
1808,Nicol Schraudolph,35,1
1809,Hui Li,35,2
1810,Pratik Jawanpuria,35,3
1811,Eric Wang,35,1
1812,Adam Lerer,35,1
1813,Harm van Seijen,35,1
1814,Qi An,35,1
1815,Sam Gross,35,1
1816,Chunping Wang,35,1
1817,Liangxiao Jiang,35,1
1818,Frederick H. Lochovsky,35,1
1819,Tadeusz Pietraszek,35,1
1820,Aur_lien Bellet,34,1
1821,Florian Steinke,34,1
1822,Marc Sebban,34,1
1823,Manabu Kimura,34,1
1824,Ankit Kuwadekar,34,1
1825,Dongmin Kim,34,1
1826,Peter Bartlett,34,5
1827,Jennifer  Neville,34,1
1828,Benjamin M. Marlin,34,1
1829,Richard Gibson,34,1
1830,Trung Nguyen,34,2
1831,Maryam Fazel,34,1
1832,Qinfeng Shi,34,1
1833,Fedor Zhdanov,34,1
1834,Anton van den Hengel,34,1
1835,James Theiler,34,1
1836,Damian Eads,34,1
1837,Amol Kapila,34,1
1838,Rhys Hill,34,1
1839,Karen Glocer,34,1
1840,Vladimir Vovk,34,1
1841,Matthew Johnson,34,2
1842,Volker Blanz,34,1
1843,Lorenzo Rosasco,34,3
1844,Roni Khardon,33,2
1845,Hector Yee ,33,1
1846,Creighton Heaukulani,33,2
1847,Jufu Feng,33,1
1848,Ameesh Makadia,33,1
1849,Cheng Yang,33,1
1850,Stephen Vavasis,33,1
1851,Julie Nutini,33,1
1852,Sajama,33,2
1853,Liwei Wang,33,1
1854,Michael Friedlander,33,1
1855,Alon Orlitsky,33,2
1856,Rajhans Samdani,33,2
1857,Issam Laradji,33,1
1858,Michael Biggs,33,1
1859,Stephen Fienberg,33,1
1860,Christopher Clark,33,1
1861,Luca Cazzanti,32,1
1862,Jacob Steinhardt,32,4
1863,Alexander Gray,32,2
1864,Ken-ichi Kawarabayashi,32,2
1865,Zhiwu Huang,32,1
1866,Xianqiu Li,32,1
1867,Xilin Chen,32,1
1868,Hisashi Kashima,32,3
1869,Uwe Dick,32,1
1870,Shang-Tse Chen,32,2
1871,Chi-Jen Lu,32,2
1872,Shiguang Shan,32,1
1873,Remi Lebret,32,1
1874,Gungor Polatkan,32,1
1875,Maria Balcan,32,2
1876,Ruiping Wang,32,1
1877,Rong Yan,32,2
1878,Bo Xie,31,2
1879,Mark Cummins,31,1
1880,Zhenjie Zhang,31,2
1881,David Inouye,31,2
1882,David Aha,31,1
1883,Mathieu Germain,31,1
1884,Gregory Druck,31,1
1885,Heiko Strathmann,31,2
1886,Dijun Luo,31,1
1887,Paul Newman,31,1
1888,Jie Wang,31,4
1889,Nihar Shah,31,3
1890,Zoubin Ghahramani ,31,1
1891,Luke McDowell,31,1
1892,Nicole Kramer,31,1
1893,Chris Maddison,31,1
1894,Mikio L. Braun,31,1
1895,Alexandre Proutiere,31,1
1896,Martin Arjovsky,31,1
1897,Richard Combes,31,1
1898,Xuanjing Huang,31,1
1899,Zhang Qi,31,1
1900,Saketha Nath,31,2
1901,Xian Qian,31,1
1902,Charles Isbell,31,2
1903,Lide Wu,31,1
1904,Jeffrey Johns,31,1
1905,Yong Yu ,30,1
1906,Adith Swaminathan,30,2
1907,Marius Leordeanu,30,1
1908,Martial Hebert,30,1
1909,Min Xiao,30,2
1910,Alexandros Kalousis,30,3
1911,Jian Zhou,30,1
1912,Olga Troyanskaya,30,1
1913,Sergey Kirshner,30,2
1914,SVN Vishwanathan,30,1
1915,Vasil Denchev,30,1
1916,Ruby C. Weng,30,1
1917,David Loker,30,1
1918,Yue Guan,30,1
1919,Shivani Agarwal ,30,1
1920,Bart Selman,30,2
1921,Carla Brodley,30,2
1922,Haym Hirsh,30,1
1923,Chris Mesterharm,30,1
1924,Benjamin Haeffele,30,1
1925,Eric Young,30,1
1926,Han-Hsing Tu,30,1
1927,Lei Yu,30,1
1928,Christoph Sawade ,30,1
1929,Yishu Miao,30,1
1930,Kiyohito Nagano,30,1
1931,Hartmut Neven,30,1
1932,Yoshinobu Kawahara,30,1
1933,Hanhuai Shan,30,1
1934,Peter Reich,30,1
1935,Okhtay Ilghami,30,1
1936,Hector Munoz-Avila,30,1
1937,David W. Aha,30,1
1938,Markus Reichstein,30,1
1939,Jens Kattge,30,1
1940,Michael Gelbart,30,2
1941,Dana S. Nau,30,1
1942,Franziska Schrodt,30,1
1943,Arkady Epshteyn,30,2
1944,William Carson,30,1
1945,Minhua Chen,30,1
1946,Jed Zaretzki,29,1
1947,Frank Dondelinger,29,1
1948,Rahul Santhanam,29,1
1949,Matthew Taylor,29,1
1950,Pierre Dupont,29,1
1951,Kristin Bennett,29,1
1952,Charles Bergeron,29,1
1953,Diego Sona,29,1
1954,Zhongfei Zhang,29,2
1955,Sivan Sabato,29,2
1956,Curt Breneman,29,1
1957,Nima Asgharbeygi,29,1
1958,Amy Greenwald,29,1
1959,David Stracuzzi,29,1
1960,Ivona Bezakova,29,1
1961,Esma Aimeur,29,1
1962,Sophie Lebre,29,1
1963,Yingzhen Li,29,2
1964,Stefanos Zafeiriou,29,1
1965,Konstantinos Bousmalis,29,1
1966,Brian Ziebart,29,1
1967,Kevin Waugh,29,1
1968,George Trigeorgis,29,1
1969,Sebastien Gambs,29,1
1970,Thang Bui,29,2
1971,Bjoern Schuller,29,1
1972,Balazs Szorenyi,29,3
1973,Zohar Karnin,29,2
1974,Drausin Wulsin,29,2
1975,Alfredo Kalaitzis,29,1
1976,Gilles Brassard,29,1
1977,Thibault Helleputte,29,1
1978,Lirong Xia,29,2
1979,Oliver Stegle,29,1
1980,Casey Marks,29,1
1981,Stephen Becker,28,1
1982,Robi Polikar,28,1
1983,Hakan Cevikalp,28,1
1984,Christoph Koch ,28,1
1985,Dima Kuzmin,28,1
1986,Yuan Zhou,28,1
1987,Nan Du,28,2
1988,Dinh Phung,28,2
1989,Constantine Caramanis ,28,1
1990,Russ Greiner,28,3
1991,Mikkel N. Schmidt,28,1
1992,Xiaoshen Tong,28,1
1993,Shuo Xiang,28,1
1994,Ganesh Ramakrishnan,28,2
1995,Bill Triggs,28,1
1996,Samuel Gerber,28,1
1997,Maarten de Rijke,28,1
1998,Michail Lagoudakis,28,1
1999,Behnam Neyshabur,28,1
2000,Gabriel Wachman,28,1
2001,Ross Whitaker,28,1
2002,Vittorio Murino,28,1
2003,Shimon Whiteson,28,1
2004,Tolga Tasdizen,28,1
2005,Rui Castro,28,1
2006,Jinfeng Yi,27,3
2007,Hossein Azari Soufiani,27,1
2008,Martha White,27,2
2009,Prithviraj Sen,27,1
2010,Anastasia Pentina,27,1
2011,David Parkes,27,1
2012,Jacques Wainer,27,1
2013,Andre_ F. T. Martins,27,1
2014,Clayton Scott,27,3
2015,Zijia Lin,27,1
2016,University of California,27,1
2017,Sashank J. Reddi,27,1
2018,Tobias Lang,27,2
2019,Pedro M. Q. Aguiar,27,1
2020,Naonori Kakimura,27,2
2021,Tsung-Han Lin,27,1
2022,H. T. Kung,27,1
2023,Anastasios Zouzias ,27,1
2024,Sivan Toledo,27,1
2025,Ma_rio A. T. Figueiredo,27,1
2026,Raja Hafiz Affandi,27,1
2027,Guiguang Ding,27,1
2028,Ahmed Hefny,27,1
2029,Leonard K. M. Poon,27,1
2030,Zhe Gan,27,2
2031,Yong Rui,27,2
2032,Bryan Kian Hsiang Low,27,3
2033,Emilie Morvant,27,2
2034,Christophe Thiery,27,1
2035,Nishant Mehta,27,1
2036,Uri Shalit,27,3
2037,Michael Johanson,27,1
2038,Eunho Yang,27,4
2039,Xin Li,27,2
2040,Alexandre Passos,27,1
2041,Trong Nghia Hoang,27,3
2042,Duane Szafron,27,1
2043,Mingqing Hu,27,1
2044,Joseph Salmon,27,2
2045,Nevin L. Zhang,27,1
2046,Tao Chen,27,1
2047,Kok Sung Won,27,1
2048,Noah A. Smith,27,1
2049,Sajib Dasgupta,26,1
2050,Grzegorz Swirszcz,26,1
2051,Xiaohai Sun,26,1
2052,Franccois Yvon,26,1
2053,Nataliya Sokolovska,26,1
2054,Sethu Vijayakumar,26,2
2055,Xinghua Lou,26,1
2056,Vincent Ng,26,1
2057,Wu-Jun Li,26,2
2058,Sandhya Prabhakaran,26,2
2059,Kazuhiro Inaba,26,1
2060,Tasuku Soma,26,1
2061,Olivier Cappe_,26,1
2062,David Carlson,26,2
2063,eric xing,26,2
2064,Naiyan Wang,26,1
2065,Fred Hamprecht,26,1
2066,Timothy Mann,26,3
2067,Thomas J. Walsh,26,1
2068,Anthony Bonner,26,1
2069,Zineng Yuan,26,1
2070,Laurens van der Maaten,26,1
2071,John Burge,26,1
2072,Renqiang Min,26,1
2073,Zhaolei Zhang,26,1
2074,Huy Nguyen,26,2
2075,Alina Ene,26,2
2076,Stanley Chan,26,1
2077,Sinno Jialin Pan,25,1
2078,Samy Bengio,25,3
2079,Clement Calauzenes,25,1
2080,Jiawei Han,25,2
2081,Yingyu Liang,25,2
2082,Nati Srebro ,25,1
2083,Konstantinos Plataniotis,25,1
2084,philippe Preux,25,1
2085,Fabio Aiolli,25,1
2086,Maxim Rabinovich,25,1
2087,Chelsea Finn,25,1
2088,Bart Vandereycken,25,1
2089,Dominik Csiba,25,1
2090,Giovanni Da San Martino,25,1
2091,Jiashi Feng,25,1
2092,Emmanuel Duflos,25,1
2093,Shakir,25,1
2094,Haiping Lu,25,1
2095,Anastasios Venetsanopoulos,25,1
2096,Gregory Shakhnarovich,25,1
2097,Kendrick Boyd,25,1
2098,Asma Rabaoui,25,1
2099,Mohammad Khan,25,1
2100,Raif Rustamov,25,1
2101,Nir Ailon,25,1
2102,Luo Si,25,1
2103,Dimitris Papailiopoulos,25,2
2104,Kevin  Murphy,25,1
2105,Adrian Butscher,25,1
2106,Alexandros Dimakis,25,2
2107,Joyce Y. Chai,25,1
2108,Han Zhao,25,2
2109,Alessandro Sperduti,25,1
2110,Barbara Engelhardt,25,2
2111,John Hopcroft,24,1
2112,Lizhen Lin,24,1
2113,Sanvesh Srivastava,24,1
2114,Stanislav Minsker,24,1
2115,Mathias Niepert,24,2
2116,Wei Fan,24,2
2117,Josh Tenenbaum,24,2
2118,Franz Kiraly,24,1
2119,Manaal Faruqui,24,1
2120,Michael H. Coen,24,1
2121,Trevor Darrell ,24,1
2122,M. Hidayath Ansari,24,1
2123,Joelle Pineau ,24,1
2124,Deguang Kong,24,1
2125,Michael Schnall-Levin,24,1
2126,Mahdi Milani Fard,24,1
2127,Chris Dyer,24,1
2128,Chris H.Q. Ding,24,1
2129,Nathanael Fillmore,24,1
2130,Pawan Kumar Mudigonda,24,1
2131,Andras Gyorgy,24,6
2132,Leonid Chindelevitch,24,1
2133,Douglas Eck,24,2
2134,William L. Hamilton,24,1
2135,Nicolas Le Roux,24,1
2136,Takaki Makino,24,3
2137,Pannagadatta K. Shivaswamy,24,1
2138,Andrew Fitzgibbon,24,1
2139,Wenzhao Lian,23,2
2140,Motoaki Kawanabe,23,2
2141,Mikhail M. Shashkov,23,1
2142,Sinisa Todorovic,23,1
2143,Kevin R. Canini,23,1
2144,Dapeng Wu,23,1
2145,Thomas L. Griffiths,23,1
2146,Zheng Wang,23,1
2147,Ming-Jun Lai,23,1
2148,Kohei Hayashi,23,3
2149,Haipeng Luo,23,3
2150,Brian Eriksson,23,3
2151,Tianshi Gao,23,1
2152,Ludwig Schmidt,23,2
2153,Richard Nock,23,4
2154,Thomas Trikalinos,23,1
2155,Yuhong Guo,23,2
2156,Fredrik Lindsten,23,2
2157,Navid Zolghadr,23,1
2158,Saketha Nath Jagarlapudi,23,2
2159,Partha Pratim Talukdar,23,1
2160,Shlomo Zilberstein,23,1
2161,Hasan Davulcu,23,1
2162,Yi Jiang,23,1
2163,Christian Naesseth,23,2
2164,Edwin Bonilla,23,3
2165,Vinayak Rao,23,3
2166,Jiangtao Ren,23,1
2167,James Foulds,23,2
2168,Byron Wallace,23,1
2169,Chao Liu,22,1
2170,Jean-Francois Paiement,22,1
2171,Harish Ramaswamy,22,3
2172,Deepak Ramachandran,22,1
2173,Yi-Min Wang,22,1
2174,Nicolas Loeff,22,1
2175,David Forsyth,22,1
2176,Changho Suh,22,2
2177,Megasthenis Asteris,22,3
2178,David Knowles,22,4
2179,Giorgio Corani,22,2
2180,Wray Buntine,22,1
2181,Patrik O. Hoyer,22,1
2182,Rina Panigrahy,22,1
2183,Anil K. Jain,22,1
2184,Lian Pin Koh,22,1
2185,Takehisa Yairi,22,1
2186,Francesca Mangili,22,2
2187,Anthony K.H. Tung,22,1
2188,Yining Wang,22,2
2189,Li Zhang,22,1
2190,Bing Tian Dai,22,1
2191,Fredrik Johansson,22,2
2192,Iliya Tolstikhin,22,1
2193,Kiri L. Wagstaff,22,1
2194,Alessio Benavoli,22,2
2195,Marco Zaffalon,22,2
2196,Alexandr Andoni,22,1
2197,Serge Wich,22,1
2198,Cesar Fuentes Montesinos,22,1
2199,Emile Contal,22,2
2200,Jose M. Puerta,22,1
2201,M. Julia Flores,22,1
2202,Jose A. Gamez,22,1
2203,Ana M. Martinez,22,1
2204,Aurelien Lucchi,22,2
2205,Chinmay Hegde,22,1
2206,David Belanger,22,2
2207,William Hamilton,22,1
2208,Piotr Indyk,22,1
2209,Tapio Pahikkala,22,1
2210,Hiroaki Shioi,22,1
2211,Nagarajan Natarajan,22,2
2212,Oliver Kramer,22,1
2213,Odalric-Ambrym Maillard,21,2
2214,David Gifford,21,2
2215,Matus Telgarsky,21,1
2216,Guillaume Bouchard,21,2
2217,Jonathan Bischof,21,1
2218,Chengtao Li,21,3
2219,Lorenzo Orecchia,21,1
2220,Alexandre Lacoste,21,2
2221,Samaneh Azadi,21,1
2222,Tomas Kocak,21,1
2223,Braxton Osting,21,1
2224,Mingming Gong,21,3
2225,Stanley Osher ,21,1
2226,Ljupco Todorovski,21,1
2227,Christoph Brune,21,1
2228,Nir Friedman,21,1
2229,Lucila Ohno-Machado,21,1
2230,Ziv Bar-Joseph,21,1
2231,Rohit Singh,21,1
2232,Narges Bani Asani,21,1
2233,Will Bridewell,21,1
2234,Tal El-Hay,21,1
2235,Ido Cohn,21,1
2236,Raz Kupferman,21,1
2237,Shankar Vembu,21,1
2238,Janardhan Rao Doppa,21,1
2239,Nathan Palmer,21,1
2240,Sigaud Olivier ,21,1
2241,Droniou Alain,21,1
2242,Kunal Agrawal,21,1
2243,Yiming Yang ,21,1
2244,Roi Livni,20,2
2245,Melanie Hilario,20,1
2246,Vinh Nguyen,20,1
2247,Daniel Neill,20,1
2248,Thomas J. Fuchs,20,1
2249,Seth Flaxman,20,1
2250,Alex Bronstein,20,1
2251,Pablo Sprechmann,20,1
2252,Julia E. Vogt,20,1
2253,Binbin Lin,20,2
2254,Indrayana Rustandi,20,1
2255,Mayur Mudigonda,20,1
2256,Ke Sun,20,3
2257,Vianney Perchet,20,2
2258,Sudipto Guha,20,2
2259,John Wernsing,20,1
2260,Yichao Lu,20,1
2261,Go_khan Bakir,20,1
2262,Dori Peleg,20,1
2263,Zhuang Ma,20,1
2264,Reuven Y. Rubinstein,20,1
2265,Wojciech Kot_owski,20,1
2266,Mark Rowland,20,1
2267,Krzysztof Dembczy_ski,20,1
2268,Juan Dai,20,1
2269,Adam Woznica,20,1
2270,Karin Verspoor,20,1
2271,Huizhen Yu,20,1
2272,Mehran Sahami,20,1
2273,Simone Romano,20,1
2274,Andreas Hess,20,1
2275,Yi Sun,20,2
2276,Kristin Lauter,20,1
2277,Steven Brenner,20,1
2278,Jinwoo Shin,20,2
2279,Kim Laine,20,1
2280,Nathan Dowlin,20,1
2281,Rebecca Willett ,20,1
2282,Ian Osband,20,1
2283,Adam Vogel,20,1
2284,Benjamin Van Roy,20,1
2285,William Cohen,20,1
2286,Liu Yang,20,2
2287,Adrian Barbu,20,1
2288,Chao Xu,20,1
2289,William K. W. Cheung,20,1
2290,Mike Phulsuksombati,20,1
2291,Nathan Lay,20,1
2292,Chang Xu,20,1
2293,Jiming Liu,20,1
2294,Rinat Khoussainov,20,1
2295,Eric Hall,20,1
2296,Aaditya Ramdas,20,2
2297,Chris Piech,20,1
2298,Andy Nguyen,20,1
2299,Zhili Wu,20,1
2300,Thomas Schon,20,1
2301,Rebecca A. Hutchinson,20,1
2302,Zhilin Yang,20,1
2303,Naftali Tishby,20,2
2304,Tom M. Mitchell,20,1
2305,Julia Vogt,20,1
2306,Michael Naehrig,20,1
2307,Frederic Chazal l,19,1
2308,Kwang-Sung Jun,19,2
2309,Adish Singla,19,2
2310,Tomer Koren,19,2
2311,Shane Jensen,19,1
2312,Shiwei Lan,19,1
2313,Brian Litt,19,1
2314,Marc Glisse,19,1
2315,Risto Miikkulainen,19,1
2316,Christopher Berlind,19,2
2317,Jian Yang,19,1
2318,Ching-Pei Lee,19,1
2319,Fuxin Li,19,1
2320,Ming Ji,19,1
2321,Bo Zhou,19,1
2322,Catherine Labruere,19,1
2323,Tao Pham Dinh,19,1
2324,Tom Gunter,19,1
2325,John Lui,19,1
2326,Tian Lin,19,1
2327,Fabio Roli,19,1
2328,Peng Zang,19,1
2329,Peng Zhou,19,1
2330,Ankur P. Parikh,19,1
2331,Huang Xiao,19,1
2332,Abhay Harpale,19,1
2333,Ghahramani Zoubin ,19,1
2334,Giorgio Fumera,19,1
2335,Claudia Eckert,19,1
2336,Andrew Gordon,19,1
2337,Shaomin Wang,19,1
2338,Panagiotis Toulis,19,1
2339,Jason Rennie,19,1
2340,Miltos Allamanis,19,1
2341,Bruno Abrahao,19,1
2342,Sarah Osentoski,19,1
2343,Anthony Man-Cho So,19,2
2344,Robert Tillman,19,1
2345,Ichiro Takeuchi,19,3
2346,Andrew McGregor,19,2
2347,Xuezhi Wang,19,1
2348,Joseph Harrison,19,1
2349,Hua Wang,19,1
2350,Timothy T. Rogers,19,1
2351,Bryan R. Gibson,19,1
2352,Chuck Kalish,19,1
2353,Nan Jiang,19,2
2354,Lorenzo Torresani,19,1
2355,Wei Pan,19,1
2356,Duangmanee Putthividhya,19,1
2357,Mamadou Thiao,19,1
2358,Hoai An Le Thi,19,1
2359,Hagai Attias,19,1
2360,Yi Wei,19,1
2361,David Minnen,19,1
2362,Joan Bruna Estrach,19,1
2363,Krzysztof Choromanski,19,2
2364,Junhyuk Oh,19,1
2365,Chris Lloyd,19,1
2366,Satinder,19,1
2367,Valliappa Chockalingam,19,1
2368,Melanie Rey,19,1
2369,Jimmy Ren,18,1
2370,Sokol Koco,18,1
2371,Sham,18,2
2372,Praneeth Netrapalli,18,2
2373,Jiaya Jia,18,1
2374,Li Xu,18,1
2375,Barnaba_s Po_czos,18,1
2376,Zeeshan Syed,18,1
2377,Qiong Yan,18,1
2378,Renjie Liao,18,1
2379,Lorenzo Dell'Arciprete,18,1
2380,Yoshikazu Terada,18,1
2381,Sergey Bartunov,18,2
2382,Kai Ni,18,1
2383,Pushpak Bhattacharyya,18,1
2384,Shashank Singh,18,1
2385,Yasuhiro Fujiwara,18,1
2386,Ilan Rubinfeld,18,1
2387,Kamil Ciosek,18,1
2388,Raghu Krishnapuram,18,1
2389,Deirdre O'Brien,18,1
2390,Glencora Borradaile,18,1
2391,Justin Ward,18,1
2392,Rafael Barbosa,18,1
2393,Alberto Giovanni Busetto,18,1
2394,Roni Mittelman,18,1
2395,Stefan Kramer,18,1
2396,Ulrich Ruckert,18,1
2397,Benjamin Kuipers,18,1
2398,Silvio Savarese,18,1
2399,Brent Heeringa,18,1
2400,Alexandre Bouchard-Cote,18,3
2401,Yuan (Alan) Qi,18,1
2402,Chi Jin,18,2
2403,Krishna Prasad Chitrapura,18,1
2404,Robert Gray,18,1
2405,Ofir Mebel,18,1
2406,Go Irie,18,1
2407,Jim Dowling,18,1
2408,Yali Wang,18,1
2409,Paul Mineiro,18,1
2410,Junpei Komiyama,18,2
2411,Michael Carney,18,1
2412,Kriti Puniyani,18,1
2413,Volkan Cevher ,18,1
2414,Quoc Tran Dinh,18,1
2415,Bruno Bouzy,18,1
2416,Ciaran Lee,18,1
2417,Erkki Oja,18,1
2418,Simo S_rkk_,18,1
2419,Derin Babacan,18,1
2420,Jouni Hartikainen,18,1
2421,Mari Sepp_nen,18,1
2422,Hong Qin,18,2
2423,Raviv Raich,18,2
2424,Tao Shi,18,1
2425,Vikas C. Raykar,18,1
2426,Junya Honda,18,2
2427,Matthias Wolf,18,1
2428,Sarang Lakare,18,1
2429,Marcos Salganicoff,18,1
2430,Ira Cohen,18,1
2431,Marc Metivier ,18,1
2432,Qihang Lin,17,1
2433,Miltiadis Allamanis,17,1
2434,Sumio Watanabe,17,1
2435,Guang Dai,17,1
2436,Keisuke Yamazaki,17,1
2437,Nathan Parrish,17,1
2438,Taha Bahadori,17,1
2439,Hongfei Li,17,1
2440,Jong Cheol Jeong,17,1
2441,Xue-wen Chen,17,1
2442,Jin Zhang,17,1
2443,Ioannis Tsamardinos,17,1
2444,Gautham Mysore,17,1
2445,Cassio De Campos,17,1
2446,Liping Liu,17,2
2447,Rafal Kustra,17,1
2448,Uwe Kruger,17,1
2449,Billy Chang,17,1
2450,Junping Zhang ,17,1
2451,Denis Maua,17,1
2452,Brendan Van Rooyen,17,1
2453,Giorgos Borboudakis,17,1
2454,Bob Williamson,17,1
2455,Mazen Melibari,17,1
2456,Mohamed Ahmed,17,1
2457,Konstantin Kutzkov,17,1
2458,Kareem Amin,17,2
2459,Yonghong Huang,17,1
2460,Robert Fitch,17,1
2461,Vitaly Kuznetsov,17,2
2462,Mohan Kankanhalli,17,1
2463,Tze Yun Leong ,17,1
2464,Sylvain Robbiano,17,2
2465,Jordan Boyd-Graber,17,3
2466,Matthew Golub,17,1
2467,Patrick Jaillet,17,1
2468,Sue Ann Hong,17,1
2469,Joe Neeman,17,1
2470,Dohyung Park,17,1
2471,Chee Wee Phua,17,1
2472,Brittany Fasy,17,1
2473,Byron Yu ,17,1
2474,Zhuoru Li,17,1
2475,Tomi Silander,17,1
2476,Alessandro Rinaldo,17,1
2477,Dingyi Han,17,1
2478,Fabrizio Lecci,17,1
2479,Ling Yan,17,1
2480,Steven Chase,17,1
2481,Dmitry Vetrov,17,3
2482,Yariv Mizrahi,17,1
2483,Frederic Chazal,17,1
2484,Zhuowen Tu ,17,1
2485,Deniz Erdogmus,17,1
2486,Todd K. Leen,17,1
2487,Marco Gaboardi,17,2
2488,Hao Peng,17,1
2489,Christophe Nicolas Magnan,17,1
2490,Petroula Tsampouka,17,2
2491,Fabrizio Ruggeri,17,1
2492,Quannan Li,17,1
2493,Klaus-Robert Muller,17,1
2494,Edo Airoldi,16,1
2495,Matthew Botvinick,16,1
2496,Bruno Jedynak,16,2
2497,Eric Gaussier,16,2
2498,Raphael Sznitman,16,2
2499,Giorgio Patrini,16,2
2500,Seungjin Choi,16,1
2501,Aaron D'Souza,16,1
2502,Alkis Gotovos,16,1
2503,Anton Osokin,16,2
2504,Albert Shieh,16,1
2505,Greg Wayne,16,1
2506,Aditya Guntuboyina,16,1
2507,Yew Soon Ong,16,1
2508,Yang Zhao,16,1
2509,Zirui Zhou,16,1
2510,Sander Dieleman,16,1
2511,Qi Zhang,16,1
2512,Alessandro Verri,16,1
2513,Sofia Mosci,16,1
2514,Charles DuHadway,16,1
2515,Yu-Han Chang,16,1
2516,Tatsunori Hashimoto,16,2
2517,Douglas Aberdeen,16,1
2518,Adam Santoro,16,1
2519,Roberto Esposito,16,2
2520,Philipp Geiger,16,2
2521,Yi Gu,16,1
2522,Leslie Kaelbling,16,1
2523,Yiteng Zhai,16,1
2524,Jeffrey De Fauw,16,1
2525,Kye-Hyeon Kim,16,1
2526,Olivier Buffet,16,1
2527,Bernardete Ribeiro,16,1
2528,Sreekanth Annapureddy,16,1
2529,Darryl Lin,16,1
2530,Georgios Theocharous,16,1
2531,Sachin Talathi,16,1
2532,Ka Yu Hui ,16,1
2533,Suriya Gunasekar,16,1
2534,Filipe Rodrigues,16,1
2535,Ben Packer,16,1
2536,Joseph Lucas,16,1
2537,Zhao Xu,16,1
2538,Xinran He,16,1
2539,Morteza Alamgir,16,1
2540,Theodoros Rekatsinas,16,1
2541,Yanan Sui,16,1
2542,M. Pawan Kumar,16,1
2543,Arun Tejasvi Chaganty,16,1
2544,Hung Bui,16,1
2545,Tianlin Shi,16,1
2546,Jerry Zhu,16,1
2547,Chi-Hoon Lee,16,1
2548,Mauricio Araya,16,1
2549,Tien Vu Nguyen,16,1
2550,Shike Mei,16,1
2551,Swetha Venkatesh,16,1
2552,Vincent Thomas,16,1
2553,Frank Nielsen,16,3
2554,Hisashi Kashima ,15,1
2555,Laiwan Chan,15,1
2556,Jun Sakuma,15,2
2557,Pascal Fua ,15,1
2558,Tetsuro Morimura,15,1
2559,Toshiyuki Tanaka,15,1
2560,Aarti Singh ,15,1
2561,Mehrdad Mahdavi,15,2
2562,Florian Yger,15,1
2563,Philippe Preux ,15,1
2564,Shai Shalev-Shwartz ,15,1
2565,Maxime Berar,15,1
2566,Dmitry Malioutov,15,2
2567,Daniel Lowd ,15,1
2568,MohamadAli Torkamani,15,1
2569,Joshua V. Dillon,15,1
2570,Guy Lebanon ,15,1
2571,Sourangshu Bhattacharya,15,2
2572,Arthur U. Asuncion,15,1
2573,Maxim Gurevich,15,1
2574,Andrea Vattani,15,1
2575,Gilles Gasso,15,1
2576,Alexander T. Ihler,15,1
2577,Venkatesh Saligrama,15,2
2578,Adams Wei Yu,15,2
2579,Daniel Fink,15,1
2580,Alex Ihler,15,1
2581,Ilija Bogunovic,15,1
2582,Michael Shilman,15,1
2583,Zelda Mariet,15,1
2584,Aryeh Kontorovich,15,2
2585,Arun Iyer,15,1
2586,Daria Sorokina,15,1
2587,Aonan Zhang,15,3
2588,Mirek Riedewald,15,1
2589,Remi Gribonval,15,1
2590,Gilles Puy,15,1
2591,Nicolas Tremblay,15,1
2592,Pierre Vandergheynst,15,1
2593,Naonori Ueda,15,2
2594,Wei Ping,15,1
2595,Ashique Rupam Mahmood,15,1
2596,KookJin Ahn,15,1
2597,Jianyong Sun,15,1
2598,Graham Cormode,15,1
2599,Chih-Chieh Cheng,15,1
2600,Mikio Braun,15,2
2601,Ivan Titov,15,1
2602,Somak Raychaudhury,15,1
2603,Ata Kaban,15,1
2604,Nathan Sturtevant,15,1
2605,Brent Bryan,15,2
2606,Ehsan Amid,15,1
2607,Antti Ukkonen,15,1
2608,Dongwoo Kim,15,2
2609,Alice Oh,15,2
